time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource                                                                                                   
2009-03-24T19:06:32.940Z,33.3028333,-115.7175,4.523,1.82,ml,46,39,0.05137,0.24,ci,ci14434056,2016-03-09T03:10:51.581Z,"5km SSE of Bombay Beach, CA",earthquake,0.28,0.52,0.171,74,reviewed,ci,ci                                                                  
2009-03-24T18:41:55.990Z,33.3068333,-115.7098333,4.613,1.42,ml,25,46,0.04969,0.23,ci,ci14434032,2016-03-09T11:39:25.887Z,"5km SSE of Bombay Beach, CA",earthquake,0.4,0.58,0.122,29,reviewed,ci,ci                                                                
2009-03-24T18:35:37.680Z,33.2896667,-115.7133333,11.49,0.3,mh,3,317,0.06496,0.03,ci,ci10114882,2016-03-09T04:34:47.231Z,"7km SSE of Bombay Beach, CA",earthquake,9.25,6.44,,0,reviewed,ci,ci                                                                      
2009-03-24T18:11:03.010Z,33.3035,-115.7188333,4.643,1.33,ml,16,69,0.05045,0.17,ci,ci14433952,2016-03-09T03:10:49.563Z,"5km SSE of Bombay Beach, CA",earthquake,0.6,0.78,0.106,6,reviewed,ci,ci                                                                    
2009-03-24T18:04:25.390Z,33.3135,-115.7068333,4.835,1.22,ml,13,77,0.04485,0.24,ci,ci14433944,2016-03-09T04:34:46.074Z,"5km SSE of Bombay Beach, CA",earthquake,0.99,1.28,0.094,10,reviewed,ci,ci                                                                  
2009-03-24T17:59:01.460Z,33.3108333,-115.7155,4.903,1.74,ml,33,44,0.04424,0.2,ci,ci14433928,2016-03-08T18:05:07.630Z,"5km SSE of Bombay Beach, CA",earthquake,0.35,0.58,0.117,55,reviewed,ci,ci                                                                   
2009-03-24T17:46:37.110Z,33.2986667,-115.7255,4.603,2.57,ml,66,35,0.0542,0.23,ci,ci14433896,2016-03-09T10:16:40.618Z,"6km S of Bombay Beach, CA",earthquake,0.28,0.49,0.135,91,reviewed,ci,ci                                                                     
2009-03-24T17:38:44.480Z,33.3336667,-115.7023333,9.353,0.95,ml,10,83,0.03205,0.2,ci,ci14433872,2016-03-09T17:06:17.038Z,"3km ESE of Bombay Beach, CA",earthquake,0.94,1.95,0.067,4,reviewed,ci,ci                                                                 
2009-03-24T17:14:22.450Z,33.3233333,-115.72,5.103,2,ml,37,37,0.03124,0.19,ci,ci14433864,2016-03-09T03:10:48.291Z,"3km SSE of Bombay Beach, CA",earthquake,0.34,0.53,0.154,73,reviewed,ci,ci                                                                       
2009-03-24T16:43:40.160Z,33.2966667,-115.7185,4.683,1.56,ml,36,41,0.05715,0.24,ci,ci14433840,2016-03-08T21:27:29.709Z,"6km SSE of Bombay Beach, CA",earthquake,0.41,0.69,0.091,51,reviewed,ci,ci                                                                  
2009-03-24T16:05:32.100Z,33.3268333,-115.7218333,7.203,0.6,mh,9,84,0.02744,0.12,ci,ci14433824,2016-03-08T19:47:51.038Z,"3km SSE of Bombay Beach, CA",earthquake,0.54,1.16,,0,reviewed,ci,ci                                                                       
2009-03-24T15:59:40.100Z,33.3105,-115.7153333,3.623,1.36,ml,14,47,0.0446,0.27,ci,ci10112402,2016-03-08T18:05:04.764Z,"5km SSE of Bombay Beach, CA",earthquake,0.49,0.84,0.168,12,reviewed,ci,ci                                                                   
